ID.format,ID.completed,ID.case,ID.interviewer,ID.date,ID.start,ID.endDate,ID.end,ID.time,ID.name,Q1,Q2,Q3a,Q3b,Q3c,Q4,Q5:1,Q5:2,Q5:3,Q5:4,Q5:5,Q6,Q7,Q8,Q9,Q10:1,Q10:2,Q10:3,Q11,Q12,Q13,Q14,Q15,Q16:1,Q16:2,Q16:3,Q16:4,Q17,Q18a,Q19,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q22,Q23,Q24,Q25,Q26,Q27a,Q28a,Q29,Q30,Q31,NewNetEasy,Q32,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q34a,Q35,OverallSat,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47:1,Q47:2,Q47:3,Q47:4,Q47:5,Q47:6,Q47:7,Q47:8,Q48
Web: Snap WebHost,completed,d6433b2a-fd63-40a1-aab4-1695f1a0bed3,,19/01/2022,10:49:40,19/01/2022,10:57:02,7.37,ARJE7849PU289,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy to use Helpful to take us through every stage of the process but as noted below its a problem if you do some actions manually outside NHS jobs as they stay on the system for every,Easy to complete the main sections of the form Good to be able to retain jobs details so that it can be readvertised if necessary,"It would be helpful to have a mechanism to delete tasks which are no longer needed.  We some old tasks still on the system where we completed these manually instead of using NHS jobs but there is no way to get rid of them that I can see i.e add interview feedback, ready to offer, pre-employment checks It would be good it you could see contact details for who has applied so for example if you want to close a job early and readvertise but let candidates who have applied know what is happening without triggering the full recruitment process.",Very easy,,,,,,None of the above,,,7,Clear and easy to use but needs a bit more flexibility if you don't follow each stage of the process,GP practice,,South West,,Hiring/Recruiting Manager,,Quarterly,12 months or more,5,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,23423cb5-5835-4058-8922-ea47f7f72cfb,,19/01/2022,11:55:41,19/01/2022,12:55:35,59.9,ARJE4399CV925,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I've not had cause to use it yet,,,Neither easy nor difficult,,,,,,None of the above,,,5,I can't yet comment as I'm not aware of the new service or how it works yet.  I have signed up for some training session invites that you have sent via eventbrite,Other organisation type (please type in the box below),Charity,North East and Yorkshire,,Other job role (please type in the box below),Admin Manager responsible for v occasional recruitment,Less frequently than quarterly,1 month,0,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,3f44b5b4-1287-4557-8529-695834f8374e,,20/01/2022,10:22:43,20/01/2022,10:44:59,22.27,ARJE5626FX500,Yes,No,Good,Good,Good,,,Communications from NHS Jobs,,,,,Yes,,Yes,Email,,,,Twice,"Yes, fully",,Yes,,,,,,Very easy,They were their when I called and contacted the relevant person for me,9,,8,8,Good,Good,Good,Good,Yes,Yes,,Having a confirmation of the application being received and the expected time scale of when we would hear back would have been useful.,Having mini guide video would be helpful to help you around the system,8,Fairly easy,"Like can see where everything is in the process, see how many have started applications and actually submitted them.",,Would be good to be able to change people within the Team section as this may change at any point Not smooth to use,Fairly easy,,,,,,None of the above,,,5,There are some improvements which could be made but we understand we are not using the whole system yet so this may or may not improve some aspects.,Other organisation type (please type in the box below),CIC,South West,,HR Manager or equivalent,,Weekly,1 month,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"LinkedIn, Indeed etc."
Web: Snap WebHost,completed,524a83d5-69e5-40a7-b8ef-b580125df850,,20/01/2022,14:11:06,20/01/2022,14:20:11,9.08,ARJE9328NZ754,Yes,No,Excellent,Excellent,Excellent,Had excellent support from the on-boarding team when we transferred over,,,,,None,,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Extremely easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Excellent,Excellent,Excellent,Excellent,Yes,Yes,,,,Completely satisfied10,Extremely easy,That applicants are automatically directed to TRAC when applying,Any amendments to TRAC will be changed on the new NHS jobs service,"Being able to upload more supporting documents and not having the ""role requirements"" show up on the advert as this does not work for bulk recruitment as we do not shortlist of the person specification",Extremely easy,,,,,,None of the above,,,Completely satisfied 10,,NHS Trust/Health Board,,London,,NHS Jobs Super User,,At least once per day,7 to 11 months,244,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,d8be0eb9-411b-4803-8b40-4ee3f2d9c1b3,,21/01/2022,11:19:32,21/01/2022,11:24:28,4.93,ARJE5010IK777,Yes,No,Good,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Yes,Yes,,,,Completely satisfied10,Fairly easy,,,"My job reference doesn't appear on the outlook notifications when my jobs are sent to NHS jobs, meaning I can't determine which jobs they are without logging in.  I think just this would be a needed improvement as we also could see our on reference previously.",Very easy,,Frequently asked questions (FAQs),User guides,,,,Useful,,8,,NHS Trust/Health Board,,South West,,Other job role (please type in the box below),HR administrator,Weekly,12 months or more,3,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,2864c5cb-bf54-40ab-a9b4-7aee4b6522d2,,21/01/2022,13:19:05,21/01/2022,13:23:13,4.13,ARJE1438OR180,Yes,No,Excellent,Excellent,Excellent,,,,,,None,,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Extremely easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Excellent,Excellent,Excellent,Excellent,Yes,Yes,,,,Completely satisfied10,Extremely easy,,,,Extremely easy,,,,,,None of the above,,,Completely satisfied 10,,GP practice,,South West,,HR Manager or equivalent,,Monthly,1 month,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,6546a053-03e1-4542-88ad-7753a8aaee54,,18/01/2022,09:08:30,21/01/2022,13:40:36,4592.1,ARJE5590TL421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attachments transferring over from Trac jobs,details already being inputted,"If there is an issue, make it easier to go back and rectify Advert character count is too low- not clear how much it is now  more tech support available",Fairly easy,,,,,,None of the above,,,7,some improvements to the service; some parts of the site remaining difficult to use,NHS Trust/Health Board,,South East,,Recruitment Officer,,At least once per day,12 months or more,250,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,e3068d5c-c98f-4ee0-9166-9ed56f2f13e2,,21/01/2022,17:24:27,21/01/2022,17:29:20,4.88,ARJE1992HI663,Yes,No,Good,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Yes,Yes,,,,9,Very easy,,,,Fairly easy,,,,,NHS Jobs training website,,Very useful,,9,,NHS Trust/Health Board,,East of England,,Recruitment Officer,,At least once per day,1 month,5,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,55698d4f-090e-4969-9edd-c293c8eafe9b,,22/01/2022,09:29:37,22/01/2022,09:39:08,9.52,ARJE1336DT113,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There dash board,the dash board,Adding a job is extremely clunky and it times you out.  There have been occasions where I have had to start listing a job numerous times as it with time you out whilst you are adding information.  This is extremely time consuming.,Fairly difficult,The process of adding a job is extremely clunky and repetative.  Being timed out whilst completing the listing is also irritating,Frequently asked questions (FAQs),,,,,Useful,Easy to understand,5,Listing a new job is not easy and being timed out whilst completing it.  The dashboard is good but the process of using it can be time consuming.,GP practice,,East of England,,Other job role (please type in the box below),Practice Manager,Monthly,12 months or more,8,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: mobile,completed,3d6c4719-16ff-4389-b01e-4a3151fd5b6f,,22/01/2022,09:50:08,22/01/2022,09:58:34,8.43,ARJE4750QX911,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy to navigate,Tasks Viewing progress of job adverts & interviews Easy shortlisting Easy invite to interview stage,"When you invite to interview you have to submit a postcode to find an address for interview location but there is no option for adding Teams interviews, which is the only way we interview now.  It would be great if there was a way of linking invites to interviews with Teams to add appointments into diaries as well.",Very easy,,,User guides,,,,Very useful,Very well set out,9,Teams invite to interview needs to be added,Local Authority,,North East and Yorkshire,,Hiring/Recruiting Manager,,Monthly,1 month,5,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),North East jobs
Web: Snap WebHost,completed,7f71eada-38db-44d5-8d77-29b1e07c62ae,,22/01/2022,12:40:42,22/01/2022,12:46:43,6.02,ARJE3482ZD177,Yes,No,Fair,Fair,Fair,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,Yes,,as an organisation we only use NHS Jobs as an advertising tool at the moment,,6,Fairly difficult,we only use the system as an advertising platform at the moment- but excellent that there is more integration with Trac,integration with Trac,,Fairly easy,,Frequently asked questions (FAQs),User guides,,,,Useful,,7,,NHS Trust/Health Board,,North East and Yorkshire,,HR Manager or equivalent,,Weekly,2 to 3 months,5,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: mobile,completed,ada371e0-cede-452f-b22a-703907a4dd50,,22/01/2022,13:11:17,22/01/2022,13:19:22,8.08,ARJE2362FN462,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy to use,Only used it a couple if times so still learning what it can do,A reset option should you pass the shortlist stage. If you have made a mistake or need to check something you cannot go back.,Fairly easy,,Frequently asked questions (FAQs),User guides,Videos,,,Extremely useful,The video sessions are clear and concise,8,,GP practice,,North East and Yorkshire,,Recruitment Team Manager,,Less frequently than quarterly,2 to 3 months,3,NHS Jobs solely,,,,,,,,,
Web: mobile,completed,7d69143c-5d4f-40b1-9ef1-4d5b39876e6c,,22/01/2022,18:37:04,22/01/2022,18:45:15,8.18,ARJE4808YK422,Yes,No,Good,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Fair,Good,Good,Yes,Yes,,I think it would be better if you could upload a document of a CV (taking out personal details) as it looks better than copying & pasting it into the form.,No,7,Very easy,Making jobs accessible for all.,Accessible.,When you put a search in - say practice nurse you s may get a consultant come up in the search which can be frustrating.,Very easy,,,,,,None of the above,,,7,,GP practice,,South West,,Other job role (please type in the box below),Lead Practice Nurse,Quarterly,4 to 6 months,1,NHS Jobs solely,,,,,,,,,
Web: mobile,completed,694f797d-e88f-4b16-a3ce-abf0b340ddb3,,23/01/2022,16:08:34,23/01/2022,16:23:56,15.37,ARJE4220UT275,Yes,No,Good,Good,Fair,"New role needed a quick starter, I was more than happy to go in feet first.",,,,,None,,,,No,,,,,,,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Yes,"No, I felt some information was missing",First day protocol was vague,"More verbal communication by hiring manager, weekly update and on boarding plans.",It needs to be looked at both internal  and external. The whole process needs speeding up.,7,Fairly easy,Verbal communication and regular updates,Trac is not the best software. I have worked with much better recruitment software. Trac creates more work.,"Get a much more integrated programme, to avoid duplication and triplicate of data input, and speed up the whole process.",Neither easy nor difficult,,,User guides,,,,Useful,,6,Could be so much quicker.,NHS Trust/Health Board,,North West,,Hiring/Recruiting Manager,,Weekly,4 to 6 months,30,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,825a5344-a003-4e76-86f7-a363b2563b37,,24/01/2022,08:14:19,24/01/2022,08:18:57,4.63,ARJE8695PZ144,Yes,No,Good,Good,Good,,,,,,None,,Yes,,Yes,Email,,,,Once,"Yes, partially",Some issues weren't able to be resolved as we don't have integration with our ATS,Yes,,,,,,Very easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Good,Good,Good,Good,Yes,Yes,,,,8,Fairly easy,,,The candidate viewing process is a nightmare,Very difficult,,,User guides,,,,Useful,,Completely dissatisfied 1,"We've had to stop using it as it doesn't meet our needs. The previous set up with NHS Jobs worked well, not sure why it's been changed.",Local Authority,,South East,,HR Manager or equivalent,,Less frequently than quarterly,1 month,10,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Avantis
Web: Snap WebHost,completed,9c65802f-f165-4059-82b5-cc7eec2448d9,,12/01/2022,08:33:44,24/01/2022,08:31:31,17277.78,ARJE2159RA480,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role Type and Location,Consistent approach,Nothing,Fairly easy,,Frequently asked questions (FAQs),User guides,,,,Very useful,They were simple to understand,7,Good service,GP practice,,North West,,Hiring/Recruiting Manager,,Quarterly,12 months or more,12,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,5d0e9a70-0755-4e0c-b7be-44882b48efc0,,24/01/2022,08:19:50,24/01/2022,08:46:56,27.1,ARJE2017FQ457,Yes,No,Fair,Fair,Fair,Have not used NHS jobs frequently and was used more familiar with old format,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,Yes,,Yes,Email,,,,Three times,"Yes, fully",,Yes,,,,,,Very easy,quick response,9,,9,9,Good,Good,Fair,Fair,Yes,Yes,,For myself to be kept as simplified as possible,,9,Neither easy nor difficult,Unsure as have only used NHS jobs service ver few times and since change only once,,,Neither easy nor difficult,,Frequently asked questions (FAQs),,,,,Useful,,7,More down to myself and familiarity of the service,GP practice,,East of England,,Other job role (please type in the box below),Office Manager,Less frequently than quarterly,12 months or more,4,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Recruitment agaency and Magazine advertising
Web: Snap WebHost,completed,c215a36a-5a78-44ce-9b7c-79818700ebe8,,24/01/2022,08:41:17,24/01/2022,08:48:25,7.13,ARJE8731ZC853,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speed of downloading advert information from TRAC.,Communication of information between NHS Jobs and TRAC.,"Based on experience of the parts of the system I use, there is nothing currently I would improve.",Extremely easy,,,,,,None of the above,,,Completely satisfied 10,I have experienced no difficulties in uploading vacancies into NHS Jobs.,NHS Trust/Health Board,,South East,,Recruitment Officer,,At least once per day,7 to 11 months,20,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,a4897380-249b-4580-abda-7b6d6a48549d,,24/01/2022,08:45:41,24/01/2022,08:51:23,5.7,ARJE6973QL966,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to answer,Nothing,It needs to be more straightforward,Extremely difficult,It is a terrible programme which is very difficult to use,Frequently asked questions (FAQs),,,,,Not at all useful,It didn't help me navigate the system but was the only resource available to me,Completely dissatisfied 1,"As I said, no training, no usable resources for guidance with a very difficult to navigate system",Other organisation type (please type in the box below),Charitable/Not for profit,North East and Yorkshire,,Other job role (please type in the box below),Occasional shortlister and interviewer,Less frequently than quarterly,7 to 11 months,,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),In house system
Web: mobile,completed,77481f67-7655-4b29-9f4a-4cd03ed401db,,12/01/2022,15:56:23,24/01/2022,09:03:08,16866.75,ARJE7443QA511,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,,,,None of the above,,,7,,GP practice,,North West,,Other job role (please type in the box below),Go,Less frequently than quarterly,1 month,1,NHS Jobs solely,,,,,,,,,
